Label,sample_type,CLO_C,CLO_4o,CL_C,CL_4o,UBERON_C,UBERON_4o,BTO_C,BTO_4o,UBERON_t2t,BTO_t2t,CLO_t2t,CL_t2t
NHEK_siGRHL3,CT,-,CLO_0001873,CL_0000312,CL_0000031,UBERON_0001003,UBERON_0001003,BTO_0003182,BTO_0004093,-,BTO_0003182,-,-
GBM12,CT,CLO_0003456,CLO_0000899,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0000000,-,BTO_0005128,-,CL_0003045
CD14+ monocytes - treated with lipopolysaccharide donor2,CT,-,CLO_0000519,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000565,CHEBI_18154,-,-,GO_0015774
GBM15,CT,CLO_0003456,CLO_0050734,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0007035,-,-,-,-
GBM09,CT,CLO_0003456,CLO_0050936,CL_0000125,CL_0000000,UBERON_0000955,UBERON_0000000,-,BTO_0004770,-,-,-,-
CD19_Primary,CT,-,CLO_0037302,CL_0001201,CL_0000905,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0001069,PR_000001002,BTO_0001413,-,PR_000001002
CD19+ B Cells donor3,CT,-,CLO_0000603,CL_0001201,CL_0000236,UBERON_0000178,UBERON_0000178,BTO_0000776,BTO_0000162,PR_000001002,-,-,PR_000001002
Gastrointestinal stromal tumor,CT,-,CLO_0050849,CL_0002319,CL_0008019,UBERON_0001555,UBERON_0008572,BTO_0004111,BTO_0000613,UBERON_0004908,BTO_0004111,-,UBERON_0004908
non-tamoxifen_EC2,CT,-,CLO_0050145,CL_0002149,CL_0000182,UBERON_0001295,UBERON_0001981,-,BTO_0000572,-,-,-,-
Fibroblast - Gingival donor1,CT,-,CLO_0003361,CL_0000057,CL_0000057,UBERON_0001828,UBERON_0001828,BTO_0004138,BTO_0000251,CL_0002552,BTO_0004138,-,CL_0002552
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_0,CT,-,CLO_0007372,CL_0000134,CL_0000034,UBERON_0002331,UBERON_0002224,-,BTO_0001159,CL_0002569,BTO_0001415,-,CL_0002569
osteoblasts,CT,-,CLO_0006853,CL_0000062,CL_0000062,UBERON_0002481,UBERON_0006955,BTO_0001593,BTO_0000715,CL_0000062,BTO_0001593,-,CL_0000062
CD14_monocyte_PB,CT,-,CLO_0037001,CL_0001054,CL_0002053,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000142,CL_0000576,BTO_0000876,-,CL_0000576
salivary acinar cells donor2,CT,-,CLO_0034117,CL_0002623,CL_0002011,UBERON_0001044,UBERON_0001911,-,BTO_0005235,CL_0002623,BTO_0001203,-,CL_0002623
HGPS fibroblast_LMNA_AG11498,CT,-,CLO_0001577,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0001981,-,BTO_0002439,CL_0000057,BTO_0000452,-,CL_0000057
Primary HSCs G-CSF-mobilized female,CT,-,CLO_0000061,CL_0000037,CL_0000037,UBERON_0002371,UBERON_0002376,-,BTO_0001500,UBERON_0001359,BTO_0002276,-,UBERON_0001359
leukophereses_p456,CT,-,CLO_0000187,CL_0000738,CL_0000863,UBERON_0000178,UBERON_0013756,BTO_0000751,BTO_0001782,CL_0000738,BTO_0000751,-,CL_0000738
CiPSC,CT,-,CLO_0009231,CL_0002248,CL_0002319,-,UBERON_0007223,-,BTO_0000992,CL_4030035,BTO_0006081,-,CL_4030035
CD14+ monocytes - mock treated donor1,CT,-,CLO_0000066,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0002038,CL_0000576,BTO_0000876,-,CL_0000576
neutrophil (CB),CT,-,CLO_0037311,CL_0000775,CL_0000775,UBERON_0000178,UBERON_0002397,BTO_0000130,BTO_0002814,CL_0000775,BTO_0000130,-,CL_0000775
Myoblast donor1,CT,-,CLO_0000185,CL_0000056,CL_0000056,UBERON_0005090,UBERON_0007520,BTO_0000222,BTO_0001062,CL_0000056,BTO_0000222,-,CL_0000056
Vascular_endo_eye,CT,-,CLO:0007761,CL_0002139,CL:0000008,UBERON_0000970,UBERON:0001750,-,BTO:0001082,UBERON_0002203,BTO_0002688,-,UBERON_0002203
Lymphatic_endothelial_heart,CT,-,CLO_0034544,CL_0002138,CL_0002135,UBERON_0000310,UBERON_0001971,-,BTO_0001129,CL_0002138,BTO_0004167,-,CL_0002138
breast-cancer,CT,-,CLO_0008000,CL_0002327,CL_0002328,UBERON_0000310,UBERON_0000311,BTO_0000150,BTO_0000188,UBERON_0000310,BTO_0000150,-,UBERON_0000310
B-cell,CT,-,CLO_0000237,CL_0000236,CL_0000236,UBERON_0000178,UBERON_0001468,BTO_0000776,BTO_0000142,CL_0000236,-,-,CL_0000236
Endothelial Cells (ECs),CT,-,CLO_0002614,CL_0000115,CL_0000115,UBERON_0001986,UBERON_0001980,BTO_0001176,BTO_0000036,CL_0000115,BTO_0001176,-,CL_0000115
MLPS_T2,CT,-,CLO_0000002,CL_0000136,CL_0000127,UBERON_0001013,UBERON_0000473,-,BTO_0001159,UBERON_6003021,BTO_0003771,-,CL_0000959
Foreskin Melanocyte Primary Cells skin03,CT,-,CLO_0002722,CL_2000045,CL_0000578,UBERON_0001332,UBERON_0000989,BTO_0005457,BTO_0000705,CL_2000045,BTO_0005457,-,CL_2000045
Pancreatic cancer cells_THZ1,CT,-,CLO_0002966,CL_0000083,CL_0000182,UBERON_0001264,UBERON_0001264,BTO_0000584,BTO_0005170,CL_0000169,BTO_0000584,-,CL_0000169
MPAL2_T1_3,CT,-,CLO_0000104,CL_0000988,CL_0000001,UBERON_0000178,UBERON_0010414,-,BTO_0000157,UBERON_6003020,BTO_0006566,-,CL_0000958
M1_VB,CT,-,CLO_0001090,CL_0000235,CL_0000129,UBERON_0000178,UBERON_0008904,-,BTO_0005427,UBERON_0019272,BTO_0005043,-,CL_4023045
CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells,CT,-,CLO_0037306,CL_0000492,CL_2000045,UBERON_0002405,UBERON_0000178,BTO_0001678,BTO_0001244,-,-,-,-
primary-dermal-fibroblasts,CT,-,CLO_0002501,CL_0002620,CL_0000057,UBERON_0002067,UBERON_0002059,BTO_0004419,BTO_0001343,UBERON_2005246,BTO_0004419,-,CL_0002551
mammary_epithelial_cell,CT,-,CLO_0002924,CL_0002327,CL_0000171,UBERON_0000310,UBERON_0000310,BTO_0002768,BTO_0002759,CL_0002327,BTO_0004300,-,CL_0002327
Natural Killer Cells donor2,CT,-,CLO_0037317,CL_0000623,CL_0000623,UBERON_0002405,UBERON_0001275,BTO_0000914,BTO_0001989,CL_0000623,BTO_0000914,-,CL_0000623
SGBS_Simpson_Golabi_Behmel_syndrome_type_1_adipocytes,CT,-,CLO_0002327,CL_0000499,CL_0000136,UBERON_0001013,UBERON_0002385,-,BTO_0000702,-,-,-,-
HASMC,CT,-,CLO_0007359,CL_0002539,CL_0000590,UBERON_0004178,UBERON_0001135,BTO_0004577,BTO_0000121,CL_0000359,BTO_0006031,-,CL_0000359
CD14+ monocytes - treated with Salmonella donor1,CT,-,CLO_0000270,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0000463,BTO_0000876,BTO_0000671,CL_0000576,BTO_0000876,-,CL_0000576
CD34_adult,CT,-,CLO_0000019,CL_0000037,CL_0000902,UBERON_0002371,UBERON_0002552,BTO_0000725,BTO_0000248,PR_000001003,BTO_0001043,-,UBERON_0007023
CD4_T-cells,CT,-,CLO_0031033,CL_0000492,CL_0000624,UBERON_0002405,UBERON_0009292,BTO_0002417,BTO_0001869,PR_000001004,-,-,PR_000001004
Keratinocytes,CT,-,CLO_0002329,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0001844,BTO_0000667,BTO_0004559,CL_0000312,BTO_0000667,-,CL_0000312
naive_B_VB,CT,-,CLO_0000238,CL_0000788,CL_0000594,UBERON_0000178,UBERON_0000178,-,BTO_0004092,CL_0000788,BTO_0005871,-,CL_0000788
Dermal fibroblast,CT,-,CLO_0002627,CL_0002551,CL_0000057,UBERON_0002067,UBERON_0002059,BTO_0004419,BTO_0000180,CL_0002551,BTO_0004419,-,CL_0002551
metastatic_prostate_cancer_tissue,CT,-,CLO_0003122,CL_0002231,CL_0000789,UBERON_0002367,UBERON_0001264,-,BTO_0005838,UBERON_0008715,BTO_0001033,-,UBERON_0008715
CMP_LS_BM1214,CT,-,CLO_0000568,CL_0000049,CL_0000001,UBERON_0002371,UBERON_0000178,BTO_0004730,BTO_0000001,-,BTO_0005923,-,CL_0000961
Osteoblast - differentiated donor1,CT,-,CLO_0000278,CL_0000062,CL_0000062,UBERON_0002481,UBERON_0002168,BTO_0001593,BTO_0000252,GO_0001649,BTO_0001593,-,GO_0001649
Breast vHMEC mammary epithelial,CT,-,CLO_0037313,CL_0002327,CL_0002325,UBERON_0000310,UBERON_0001911,BTO_0004300,BTO_0004819,CL_0002327,BTO_0004300,-,CL_0002327
HDFhuman_dermal_fibroblasts_DMSO,CT,-,CLO_0002571,CL_0002620,CL_0000057,UBERON_0002067,UBERON_0001444,BTO_0004419,BTO_0001152,UBERON_2005246,BTO_0004419,-,CL_0002551
CM CD4+ ab T (VB),CT,-,CLO_0037295,CL_0000624,CL_0000624,UBERON_0000178,UBERON_0000052,-,BTO_0004703,PR_000001004,-,-,PR_000001004
HSMMtube,CT,-,CLO_0000184,CL_0002372,CL_0000186,UBERON_0005090,UBERON_0002048,-,BTO_0001862,UBERON_0000025,BTO_0004822,-,UBERON_0000025
Prostate Epithelial Cells donor3,CT,-,CLO_0000071,CL_0002231,CL_0002320,UBERON_0002367,UBERON_0000428,BTO_0001033,BTO_0004754,CL_0002231,BTO_0006252,-,CL_0002231
visceral adipose_CS_H507,CT,-,CLO_0051843,CL_0000136,CL_0000445,UBERON_0035818,UBERON_0003688,-,BTO_0005655,UBERON_0014454,BTO_0002780,-,UBERON_0014454
Primary T regulatory cells (from PB),CT,-,CLO_0000238,CL_0000815,CL_0000815,UBERON_0000178,UBERON_0000178,BTO_0004520,BTO_0002295,UBERON_0007100,BTO_0004615,-,CL_0000815
pancreatic cancer cells,CT,-,CLO_0002682,CL_0000083,CL_0009044,UBERON_0001264,UBERON_0001264,BTO_0000584,BTO_0005160,CL_0000169,BTO_0000584,-,CL_0000169
CD4+ cell_UNTREATED,CT,-,CLO_0011797,CL_0000492,CL_0000624,UBERON_0002405,UBERON_0000468,BTO_0002417,BTO_0001303,PR_000001004,-,-,PR_000001004
Macrophages_D,CT,-,CLO_0000029,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0002044,BTO_0000801,BTO_0000759,CL_0000235,BTO_0000801,-,CL_0000235
retinal_pigment_epithelial_cell,CT,-,CLO_0002616,CL_0002586,CL_0000745,UBERON_0000966,UBERON_0001771,BTO_0004910,BTO_0003061,CL_0002586,BTO_0004910,-,CL_0002586
Ovarian Cancer Cell,CT,CLO_0037296,CLO_0050851,-,CL_0002327,UBERON_0000992,UBERON_0000992,BTO_0001023,BTO_0005808,UBERON_0001145,BTO_0004094,-,UBERON_0001145
keratinocytes,CT,-,CLO_0002360,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0000114,BTO_0000667,BTO_0000688,CL_0000312,BTO_0000667,-,CL_0000312
SCC,CT,-,CLO_0002475,CL_0000076,CL_0000743,UBERON_0006914,UBERON_0000170,BTO_0002024,BTO_0001907,-,BTO_0004438,-,UBERON_0001773
SARC,CT,-,CLO_0050498,CL_0002320,CL_0000181,UBERON_0002384,UBERON_0002103,BTO_0001207,BTO_0002192,NCBITAXON_2698737,BTO_0001207,-,NCBITAXON_2698737
NHA,CT,-,CLO_0050851,CL_0000127,CL_0002187,UBERON_0001017,UBERON_0002000,BTO_0000099,BTO_0005223,UBERON_2000673,-,-,-
Macrophages_G,CT,-,CLO_0000578,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0002429,BTO_0000801,BTO_0000759,CL_0000235,BTO_0000801,-,CL_0000235
fibroblast,CT,-,CLO_0002003,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0000000,BTO_0000452,BTO_0000175,CL_0000057,BTO_0000452,-,CL_0000057
HGEP,CT,-,CLO_0011012,CL_0011026,CL_0000775,UBERON_0001949,UBERON_0002048,-,BTO_0000388,PR_000001898,BTO_0003580,-,PR_000001898
breast_tumor_GOODOUTCOME,CT,-,CLO_0007773,-,CL_0002328,UBERON_0000310,UBERON_0000310,BTO_0000150,BTO_0000187,UBERON_0000310,BTO_0000149,-,UBERON_0000310
podocyte_CTL,CT,-,CLO_0002336,CL_0000653,CL_0000653,UBERON_0002113,UBERON_0004093,BTO_0002295,BTO_0000762,CL_0000653,BTO_0002295,-,CL_0000653
AT1_B,CT,-,CLO_0009346,CL_0002062,CL_0000110,UBERON_0002299,UBERON_0002048,BTO_0000780,BTO_0007370,UBERON_6003020,BTO_0006125,-,PR_000001440
Astro_cerebrum,CT,-,CLO_0003670,CL_0000127,CL_0000127,UBERON_0000955,UBERON_0000955,-,BTO_0000081,UBERON_0001893,BTO_0003868,-,UBERON_0001893
macrophages_IFNG,CT,-,CLO_0050934,CL_0000235,CL_0000235,UBERON_0000178,UBERON_0002391,BTO_0000801,BTO_0000759,CL_0000235,BTO_0000801,-,CL_0000235
CluB_A,CT,-,CLO_0000592,CL_0000158,CL_0000432,UBERON_0002048,UBERON_0000104,-,BTO_0000003,CL_0000158,-,-,CL_0000158
Smooth Muscle Cells - Prostate donor1,CT,-,CLO_0050863,CL_1000487,CL_0000192,UBERON_0004243,UBERON_0002367,-,BTO_0001073,UBERON_0004243,BTO_0003159,-,UBERON_0004243
MM087_Primary_Melanoma,CT,-,CLO_0037166,CL_0000148,CL_0000148,UBERON_0001003,UBERON_0002032,-,BTO_0000334,CL_0000148,BTO_0000848,-,CL_0002566
immature langerhans cells donor2,CT,-,CLO_0037302,CL_0000453,CL_0000454,UBERON_0002405,UBERON_0000013,BTO_0000705,BTO_0004404,CL_0000453,BTO_0000705,-,CL_0001016
Tracheal Epithelial Cells donor1,CT,-,CLO_0003043,CL_0000307,CL_0002395,UBERON_0003126,UBERON_0003128,BTO_0001388,BTO_0001240,CL_0000307,BTO_0001389,-,CL_0000307
AT1_G,CT,-,CLO_0008609,CL_0002062,CL_0000094,UBERON_0002299,UBERON_0008953,BTO_0000780,BTO_0005880,CL_0000508,BTO_0004108,-,PR_000001440
MDM,CT,-,CLO_0000238,CL_0000235,CL_0000841,UBERON_0000178,UBERON_0000178,-,BTO_0000903,UBERON_0002647,-,-,-
Acute Myeloid Leukemia Cell,CT,-,CLO_0003670,CL_0000763,CL_0000775,UBERON_0000178,UBERON_0002048,BTO_0001545,BTO_0000213,PR_000016043,BTO_0001545,-,PR_000014362
peripheral_blood_mononuclear_cells,CT,-,CLO_0000471,CL_2000001,CL_0000863,UBERON_0000178,UBERON_0000178,BTO_0001025,BTO_0000794,CL_2000001,BTO_0001025,-,CL_2000001
Primary monocytes from?peripheral?blood,CT,-,CLO_0000471,CL_0000576,CL_0000576,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0001144,CL_0002246,BTO_0000553,-,CL_4030030
CD8_T_cells,CT,-,CLO_0000912,CL_0000625,CL_0000625,UBERON_0002405,UBERON_0001267,BTO_0000289,BTO_0000847,CL_0000084,BTO_0006295,-,CL_0000811
MPAL2_T1_4,CT,-,CLO_000777202,CL_0000988,CL_0000002,UBERON_0000178,UBERON_0000000,-,BTO_0000000,UBERON_6003020,BTO_0006566,-,CL_0000958
HDFhuman_dermal_fibroblasts,CT,-,CLO_0002598,CL_0002620,CL_0002620,UBERON_0002067,UBERON_0002067,BTO_0004419,BTO_0000472,UBERON_2005246,BTO_0004419,-,CL_0002551
HEE_human_epididymis_epithelial_cells,CT,-,CLO_0002681,CL_0000066,CL_0000480,UBERON_0004544,UBERON_0001028,-,BTO_0006024,UBERON_0004544,BTO_0000408,-,UBERON_0004544
BI_CD4p_CD225int_CD127p_Tmem,CT,-,CLO_0050570,CL_0000813,CL_0000900,UBERON_0002405,UBERON_0002048,-,BTO_0001729,PR_000001869,-,-,PR_000001869
CD8_Effector,CT,-,CLO_0000238,CL_0001050,CL_0000914,UBERON_0002405,UBERON_0000178,-,BTO_0005005,GO_0002252,BTO_0002254,-,CL_0000911
Primary T helper naive cells from?peripheral?blood,CT,-,CLO_0000578,CL_0000898,CL_0000892,UBERON_0000178,UBERON_0000178,BTO_0005871,BTO_0000152,CL_0002246,BTO_0003494,-,CL_0002246
Megakaryocyte,CT,-,CLO_0007043,CL_0000556,CL_0000556,UBERON_0002371,UBERON_0002047,BTO_0000843,BTO_0002114,CL_0000556,BTO_0000843,-,CL_0000556
foreskin keratinocyte_2,CT,-,CLO_0007379,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0005084,BTO_0005481,BTO_0000708,CL_1001606,BTO_0005481,-,CL_1001606
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells,CT,-,CLO_0002600,CL_0000134,CL_0000134,UBERON_0003104,UBERON_0002079,-,BTO_0001067,CL_0002570,BTO_0003298,-,CL_0002570
Cardiomyo_6,CT,-,CLO:0000097,CL_0002494,CL:0000746,UBERON_0000948,UBERON:0000948,BTO_0003324,BTO:0002495,CL_0000746,BTO_0001940,-,CL_0000746
normal_lung_fibroblasts,CT,-,CLO_0007328,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0002048,BTO_0000764,BTO_0001114,CL_0002553,BTO_0000764,-,CL_0002553
CD14+CD16+ Monocytes donor3,CT,-,CLO_0051838,CL_0002397,CL_0002051,UBERON_0000178,UBERON_0000178,-,BTO_0000759,PR_000001483,BTO_0000876,-,PR_000001483
Olfactory epithelial cells donor2,CT,-,CLO_0050464,CL_0002167,CL_0000205,UBERON_0002268,UBERON_0000402,-,BTO_0004410,CL_0002167,BTO_0000108,-,CL_0002167
CD14+ monocytes - treated with Trehalose dimycolate (TDM) donor2,CT,-,CLO_0051480,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0001981,BTO_0000876,BTO_0000396,-,BTO_0000877,-,-
leukemia,CT,-,CLO_0005671,CL_0000988,CL_0000562,UBERON_0000178,UBERON_0002384,BTO_0001271,BTO_0000759,PR_000001836,BTO_0001271,-,PR_000001836
CD4 Naive Primary 8pool,CT,-,CLO_0035871,CL_0000895,CL_0000900,UBERON_0002370,UBERON_0000178,-,BTO_0000729,CL_0000788,BTO_0001413,-,CL_0000898
Human Primordial Germ Cell,CT,-,-,CL_0000670,CL_0000672,UBERON_0000991,UBERON_0002312,-,BTO_0001147,CL_0000670,BTO_0000535,-,CL_0000670
primary_erythroblasts,CT,-,CLO_0004323,CL_0000765,CL_0000765,UBERON_0002371,UBERON_0008237,BTO_0001571,BTO_0000199,CL_0000765,BTO_0001571,-,CL_0000765
lung_fibroblasts,CT,-,CLO_0050095,CL_0002553,CL_0000057,UBERON_0002048,UBERON_0002048,BTO_0000764,BTO_0000759,CL_0002553,BTO_0000764,-,CL_0002553
ES derived mesoderm_day2,CT,-,CLO_0007721,CL_0000222,CL_0000546,UBERON_0000926,UBERON_0004128,-,BTO_0002769,UBERON_0000926,BTO_0000839,-,UBERON_0000926
CHLA-25,CT,-,CLO_0050826,CL_0001035,CL:NA,UBERON_0002481,UBERON:NA,-,BTO:NA,UBERON_2000980,BTO_0006383,-,CL_0000726
Smooth Muscle Cells - Brachiocephalic donor3,CT,-,CLO_0050843,CL_0002589,CL_0000192,UBERON_0011368,UBERON_0002071,-,BTO_0000639,UBERON_0011368,BTO_0004576,-,CL_0002589
Primary T helper 17 cells PMA-I stimulated,CT,-,-,CL_0000899,CL_0000899,UBERON_0002405,-,BTO_0005655,-,UBERON_2005088,BTO_0001413,-,CL_0000899
melanocytes_BRAFV600E,CT,-,CLO_0008111,CL_0000148,CL_0000158,UBERON_0001003,UBERON_0002048,BTO_0000847,BTO_0005313,CL_0000148,BTO_0000847,-,CL_0000148
Pericytes_C,CT,-,CLO_0050843,CL_0000669,CL_0000669,UBERON_0002384,UBERON_0004549,BTO_0002441,BTO_0004251,CL_0000669,BTO_0002441,-,CL_0000669
Foreskin keratinocyte,CT,-,CLO_0003835,CL_1001606,CL_0000312,UBERON_0001332,UBERON_0001756,BTO_0005481,BTO_0000706,CL_1001606,BTO_0005481,-,CL_1001606
CD14+ monocytes - mock treated donor3,CT,-,CLO_0037307,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0018220,BTO_0000876,BTO_0001427,CL_0000576,BTO_0000876,-,CL_0000576
Smooth Muscle Cells - Brain Vascular donor1,CT,-,CLO_0002618,CL_0002590,CL_0000192,UBERON_0008998,UBERON_0000955,BTO_0004578,BTO_0000562,UBERON_0004237,BTO_0004578,-,CL_0000359
Muscle_Satellite_Cultured_Cells,CT,-,CLO_0020255,CL_0000594,CL_0000632,UBERON_0001134,UBERON_0001134,BTO_0005787,BTO_0001109,UBERON_8440028,BTO_0002314,-,CL_0000594
eosinophil (VB),CT,-,CLO_0000568,CL_0000771,CL_0000771,UBERON_0000178,UBERON_0002397,BTO_0000399,BTO_0000308,PATO_0002418,BTO_0000399,-,CL_0000771
CD4_TH1,CT,-,CLO_0000180,CL_0000545,CL_0000895,UBERON_0002405,UBERON_0000000,BTO_0001678,BTO_0000000,PR_000001004,BTO_0001678,-,CL_0000545
Matrix_Fibrob_1_C,CT,-,CLO_0000814,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0002398,BTO_0000452,BTO_0001285,UBERON_0011901,BTO_0004592,-,GO_0031012
leukophereses_p411,CT,-,CLO_0000182,CL_0000738,CL_0000863,UBERON_0000178,UBERON_0013756,BTO_0000751,BTO_0000355,CL_0000738,BTO_0000751,-,CL_0000738
CD34_Progenitors_R2,CT,-,CLO_0032029,CL_0000038,CL_0000980,UBERON_0002371,UBERON_0001751,BTO_0004911,BTO_0006501,CL_0011026,BTO_0004092,-,CL_0011026
T_cell_B,CT,-,CLO_0000917,CL_0000084,CL_0000084,UBERON_0000178,UBERON_0002048,BTO_0000782,BTO_0000965,CL_0000236,-,-,CL_0000236
primary-epidermal-keratinocyte,CT,-,CLO_0000097,CL_0000312,CL_0000312,UBERON_0001003,UBERON_0001003,BTO_0000667,BTO_0002127,CL_0000312,BTO_0000667,-,CL_0000312
ES-derived progenitors Pancreatic Progenitors 1 WT,CT,-,CLO_0009363,CL_0002351,CL_0002062,UBERON_0001264,UBERON_0001264,-,BTO_0001351,CL_0011026,BTO_0004092,-,CL_0011026
Astrocyte - cerebral cortex donor3,CT,-,CLO_0000426,CL_0002605,CL_0000127,UBERON_0000956,UBERON_0001851,-,BTO_0000132,CL_0002605,BTO_0000233,-,CL_0002605
Fibroblast - skin dystrophia myotonica donor2,CT,-,CLO_0038653,CL_0002620,CL_0000057,UBERON_0001003,UBERON_0002097,BTO_0001255,BTO_0001109,CL_0002620,BTO_0001255,-,CL_0002620
hNSC,CT,-,CLO_0051562,CL_0000047,CL_0000034,UBERON_0001016,UBERON_0010316,BTO_0002881,BTO_0001082,-,BTO_0004589,-,CL_0000047
Osteobl,CT,-,CLO_0052038,CL_0000062,CL_0000144,UBERON_0002481,UBERON_0001093,BTO_0001593,BTO_0001163,CL_0000062,BTO_0001593,-,CL_0000062
CLP_1_healthy,CT,-,CLO_0000227,CL_0000051,CL_0000236,UBERON_0002371,UBERON_0000178,BTO_0004731,BTO_0009110,-,-,-,PR_000001860
mesenchymal precursor cell - cardiac donor4,CT,-,CLO_0007805,CL_0000134,CL_0008051,UBERON_0000948,UBERON_0000948,BTO_0003298,BTO_0006225,CL_0000569,BTO_0002625,-,CL_0000569
Syn_vil_cytoTrophobs_5,CT,-,CLO_0002971,CL_0000034,CL_0000988,UBERON_0001987,UBERON_0000923,-,BTO_0003062,CL_2000060,BTO_0006119,-,CL_2000060
ccRCC,CT,-,CLO_0050840,CL_1000497,CL_0009001,UBERON_0002113,UBERON_0001264,BTO_0002787,BTO_0002175,PR_000001199,BTO_0000736,-,PR_000001254
NHEK_M,CT,-,CLO_0034291,CL_0000312,CL_0002133,UBERON_0001003,UBERON_0000000,BTO_0003182,BTO_0003579,UBERON_8490049,BTO_0003182,-,CL_0003049
neuroepithelial_stem_cell,CT,-,CLO_0007693,CL_0002259,CL_0007016,UBERON_0001016,UBERON_0010315,BTO_0004301,BTO_0004773,UBERON_0034705,BTO_0004301,-,CL_0002259
Synoviocyte donor3,CT,-,CLO_0035774,CL_0000214,CL_0002100,UBERON_0003668,UBERON_0002240,BTO_0003742,BTO_0001013,CL_0000214,BTO_0003742,-,CL_0000214
PAAD,CT,-,CLO_0002362,CL_0002079,CL_2000008,UBERON_0007329,UBERON_0002110,BTO_0003081,BTO_0003014,UBERON_0004363,BTO_0000444,-,UBERON_0004363
MPP_frozen_BM0828,CT,-,CLO_0000114,CL_0000837,CL_0000554,UBERON_0002371,UBERON_0002371,-,BTO_0000759,CL_0000837,-,-,CL_0000837
Ciliated_cells_B,CT,-,CLO_0000292,CL_0000064,CL_0000200,UBERON_0002048,UBERON_0004813,-,BTO_0004990,CL_0000064,BTO_0005589,-,CL_0000064
epidermal_keratinocytes,CT,-,CLO_0001031,CL_0000312,CL_0002451,UBERON_0001003,UBERON_0013702,BTO_0000667,BTO_0000184,CL_0000312,BTO_0000667,-,CL_0000312
Mesenchymal Stem Cell Derived Chondrocyte Cultured Cells,CT,-,CLO_0032065,CL_0000138,CL_0000138,UBERON_0002418,UBERON_0002330,BTO_0000249,BTO_0002699,CL_0000134,BTO_0003298,-,CL_0000134
CD14+ monocytes - treated with B-glucan donor1,CT,-,CLO_0050844,CL_0001054,CL_0000860,UBERON_0000178,UBERON_0000178,BTO_0000876,BTO_0000759,CHEBI_37163,BTO_0001731,-,GO_0009250
CD4+_CD25-_Th_Primary_Cells,CT,-,CLO_0050853,CL_0000492,CL_0000624,UBERON_0002405,UBERON_0000468,BTO_0001678,BTO_0001579,PR_000001380,BTO_0001413,-,PR_000001380
fibroblast_384,CT,-,CLO_0002502,CL_0000057,CL_0000057,UBERON_0002384,UBERON_0003174,BTO_0000452,BTO_0000487,CL_0000057,BTO_0000452,-,CL_0000057
meningioma_4,CT,-,CLO_0001268,CL_4023097,CL_0000000,UBERON_0003548,UBERON_0000000,BTO_0001756,BTO_0002096,UBERON_0010743,BTO_0001756,-,UBERON_0010743
HAEC,CT,-,CLO_0050822,CL_0002544,CL_0002139,UBERON_0004851,UBERON_0002421,BTO_0004602,BTO_0005177,UBERON_0013119,BTO_0005571,-,CL_0002138
FL CD34+CD38-/lowCD90+ HSPC,CT,-,CLO_0050846,CL_0000837,CL_0000037,UBERON_0002371,UBERON_0010247,-,BTO_0002461,PR_000001408,BTO_0003130,-,PR_000001408
Adipose_Nuclei,CT,-,CLO_0002362,CL_0000136,CL_0000192,UBERON_0001013,UBERON_0003107,-,BTO_0000707,CL_0000136,BTO_0001487,-,CL_0000136
Treg2_t-infiltrating,CT,-,CLO_0000492,CL_0000815,CL_0000814,UBERON_0002405,UBERON_0000178,BTO_0004520,BTO_0002098,GO_0097205,BTO_0006164,-,GO_0097205
icn12,CT,-,CLO_0007639,CL_0000817,CL_0009026,UBERON_0002371,UBERON_0001062,-,BTO_0000645,-,-,-,PR_000001860
HPV+ HNSCC_SCC-090,CT,-,CLO_0001913,CL_0000076,CL_0000000,UBERON_0012180,UBERON_0000000,-,BTO_0005899,-,BTO_0004438,-,-
RPE1-interphase,CT,-,CLO_0050851,CL_0002586,CL_0000212,UBERON_0000966,UBERON_0015228,BTO_0004910,BTO_0004485,UBERON_0006658,BTO_0004790,-,UBERON_0006658
