Label,Type,CLO_id,CL_id,UBERON_id,BTO_id
Memory_CD4_T_t,CT,-,CL_0001204,-,BTO_0005453
H7 UTXKO,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
FiPSC,CT,-,CL_0000034,UBERON_0002384,BTO_0006078
1953,-,-,-,-,-
DU145_prostate_carcinoma,CL,-,CL_0002231,UBERON_0002367,BTO_0001332
WT 9-12_control_vehicle,CL,-,-,-,-
epithelial_cell_of_proximal_tubule,CT,-,CL_0002306,UBERON_0005151,BTO_0006154
MCF10A_Nutlin3A,CL,CLO_0037239,CL_0002326,UBERON_0001911,BTO_0001939
CD14+ monocyte derived endothelial progenitor cells donor1,CT,-,CL_0001054,UBERON_0013756,BTO_0004093
Adrenal Gland,A,-,-,UBERON_0002369,BTO_0000047
GLC16_DMSO,CL,CLO_0029896,CL_0002632,UBERON_0002048,-
A375 DMSO,CL,-,CLO_0001064,UBERON_0002097,BTO_0000849
J4_Mantle cell lymphoma tissue_THZ1,CL,-,CL_0001200,UBERON_0000029,BTO_0004472
GIST-2_KIT e11,CL,CLO_0003491,CL_0002088,UBERON_0005409,BTO_0005302
Neuroblastoma_NB1,CL,-,CL_0001064,UBERON_0001236,BTO_0000932
SK-N-BE_2_-C,CL,-,CL_0002676,UBERON_0000013,BTO_0004782
H9_0Dox,CL,-,CL_0002322,UBERON_0000087,BTO_0001581
GBM32,CT,-,CL_0001064,UBERON_0001017,BTO_0000526
H1_Derived_Mesenchymal_Stem_Cells,CL,CLO_0037280,CL_0000134,-,BTO_0001581
SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W,CL,-,CL_0000501,UBERON_0000992,BTO_0005892
TE5,CL,CLO_0009419,CL_0002252,UBERON_0001043,BTO_0004599
Stromal_muscle_2,CT,-,CL_0009099,UBERON_0001134,BTO_0006112
BT474,CL,CLO_0002042,CL_0002326,UBERON_0008367,BTO_0001932
lncaparmo-ar-dht100nm,CL,-,CL_0002231,UBERON_0002367,BTO_0001321
Monocyte,CT,-,CL_0002057,UBERON_0002371,BTO_0000876
CD16_Mono,CT,-,CL_0002396,UBERON_0013756,BTO_0000876
KLM-1,CL,CLO_0037235,CL_1001433,UBERON_0007329,BTO_0003883
Treg,CT,-,CL_0000815,UBERON_0006558,BTO_0004520
Capillary_2_E,CT,-,CL_0002144,UBERON_0001982,BTO_0004956
OCI-LY19_diffuse_large_B-cell_lymphoma,CL,-,CL_0001200,UBERON_0000029,OCI-LY7 cell
Astrocytes,CT,-,CL_0000127,UBERON_0001017,BTO_0000099
Duodenum Mucosa,A,-,-,UBERON_0000320,BTO_0000367
GM12878 lymphoblastoid,CL,CLO_0022563,CL_0001200,UBERON_0000178,BTO_0006353
Transverse Colon,A,-,-,UBERON_0001157,BTO_0000706
MPAL2_T2_2,CT,-,CL_0000837,UBERON_0002371,BTO_0005579
THP1_1_high,CL,CLO_0009348,CL_0000576,UBERON_0000178,BTO_0001370
Vascular_endo_adrenal,CT,-,CL_0002097,UBERON_0002369,BTO_0001854
SF767,CL,CLO_0036938,CL_0000127,UBERON_0001869,BTO_0001530
AT1_A,CT,-,CL_0002062,UBERON_0004821,BTO_0000780
MCF-7_NS,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
PBMC,CT,-,CL_2000001,UBERON_0013756,BTO_0001025
R3R4_erythroid_cells,-,-,-,-,-
hMADS-3,CT,-,CL_0002570,UBERON_0002190,BTO_0005198
HTBE_H1N1_18h,CT,-,CL_0002202,UBERON_0008397,BTO_0002927
brain adult pool1,A,-,-,UBERON_0000955,BTO_0000142
NCI-H2107_p8-15,CL,CLO_0008051,CL_0001064,UBERON_0002048,NCI-H2122 cell : <BTO_0003006>
kidney fetal pool1,A,-,-,UBERON_0005095,BTO_0000671
leukophereses_p217,CT,-,CL_2000001,UBERON_0013756,BTO_0001025
MCF_7,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
MV411_DMSO,CL,-,CL_0000839,UBERON_0013756,BTO_0006413
osteoclastoma cell line:Hs 706.T,CL,CLO_0004065,CL_0001063,UBERON_0002481,BTO_0003267
breast cancer FA,CT,-,CL_0002326,UBERON_0001911,BTO_0004851
clear cell carcinoma cell line:TEN,CL,-,CL_0000066,-,-
NCI-H650,CL,CLO_0008101,-,-,NCI-H660 cell : <BTO_0001970>
neutrophil_VB,CT,-,CL_0000096,UBERON_0013756,BTO_0000130
LM7,CL,CLO_0007348,CLO_0001064,UBERON_0002481,BTO_0000407
MIC,CL,-,-,-,-
Smooth Muscle Cells - Subclavian Artery donor2,CT,-,CL_0000192,UBERON_0001533,BTO_0004578
cholangiocellular carcinoma cell line:HuH-28,CL,-,CL_1000488,UBERON_0004820,BTO_0003860
CCRF-CEM_T_acute_lymphoblastic_leukemia,CL,CLO_0002355,CL_0002420,UBERON_0013756,BTO_0000225
squamous cell lung carcinoma cell line:EBC-1,CL,CLO_0002870,CL_0000076,UBERON_0002048,BTO_0003001
GM15850 LCLs (FRDA),CL,-,CL_0017006,UBERON_0013756,BTO_0000773
NHEK_siGRHL3,CT,-,CL_0000312,UBERON_0001003,BTO_0000667
RMS246_PAX3-NCOA1,CL,-,CLO_0001064,UBERON_0001134,BTO_0002267
NT2-D1_embryonic_carcinoma,CL,-,CL_0000586,UBERON_0000473,BTO_0000946
AG04450_fibroblasts,CL,CLO_0034832,CL_0002620,UBERON_0003585,-
GBM12,CT,-,CL_0000030,UBERON_0001017,BTO_0005949
CD14+ monocytes - treated with lipopolysaccharide donor2,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
GBM15,CT,-,CL_0000030,UBERON_0001869,BTO_0000527
germinal matrix,A,-,-,UBERON_0010404,BTO_0003654
MOLM-13_sgSIK3e4,CL,CLO_0033967,CL_0000763,UBERON_0002390,BTO_0004175
GBM09,CT,-,CL_0001064,UBERON_0001017,BTO_0005949
PC3_GSK126,CL,CLO_0037036,CL_0002231,UBERON_0002367,BTO_0001061
heart_left_ventricle,A,-,-,UBERON_0002084,BTO_0001629
HCC1143_ductal_breast_carcinoma,CL,CLO_0003631,CL_0002326,UBERON_0001765,BTO_0003444
CD19_Primary,CT,-,CL_0001201,UBERON_0004537,BTO_0000776
SUIT2 WT,CL,CLO_0037345,CL_1001433,UBERON_0007329,BTO_0003493
HCC95_squamous_cell_lung_carcinoma,CL,CLO_0003634,CL_0001063,UBERON_0002048,BTO_0006027
CD19+ B Cells donor3,CT,-,CL_0001201,UBERON_0013756,BTO_0000776
leg_muscle,A,-,-,UBERON_0001383,BTO_0001103
Thymus,A,-,-,UBERON_0003483,BTO_0001374
Gastrointestinal stromal tumor,CT,-,CL_0002088,UBERON_0001555,BTO_0003914
Esophagus_Mucosa,A,-,-,UBERON_0002469,BTO_0002859
LK-2,CL,CLO_0007319,CL_0000076,UBERON_0002031,BTO_0006038
TE7,CL,CLO_0009319,CL_0002252,UBERON_0006920,BTO_0002605
NCI-H1299,CL,-,CL_0000082,UBERON_0035764,BTO_0002552
patient-derived_pleaural_effusion,A,-,-,UBERON_0002402,BTO_0004422
Human Podocyte Cell Line AB8/13,CL,-,CL_1000510,UBERON_0000074,BTO_0002295
GIST-T1,CL,CLO_0003491,CLO_0001064,UBERON_0001199,BTO_0006566
non-tamoxifen_EC2,CT,-,CL_0000115,UBERON_0004638,BTO_0001176
Fibroblast - Gingival donor1,CT,-,CL_0002552,UBERON_0001828,BTO_0004138
KMS-11_Plasma_cell_myeloma,CL,CLO_0035586,CL_0000786,UBERON_0002371,BTO_0005875
MC-IXC,CL,CLO_0007615,CLO_0001068,-,BTO_0002914
umbilical-cord-derived-mesenchymal-stem-cells_Control_cycle_0,CT,-,CL_0002569,UBERON_0002331,BTO_0003298
CLB-PE,CL,CLO_0003250,-,UBERON_0002387,-
Fetal_Adrenal_Gland,A,-,-,UBERON_0002369,BTO_0000047
mycosis fungoides T cell lymphoma cell line:HuT 102 TIB-162,CL,CLO_0004303,CL_0001043,UBERON_0002097,-
osteoblasts,CT,-,CL_0000062,UBERON_0002481,BTO_0001593
CD14_monocyte_PB,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
BGO3_embryonic_stem_cells,CL,CLO_0037280,CL_0002322,UBERON_0000922,BTO_0001581
salivary acinar cells donor2,CT,-,CL_0002623,UBERON_0001829,BTO_0003205
HGPS fibroblast_LMNA_AG11498,CT,-,CL_0002620,UBERON_0003585,BTO_0004419
MCF7L-P_FOXA1-Dox,CL,-,CL_0002326,UBERON_0008367,BTO_0000093
Primary HSCs G-CSF-mobilized female,CT,-,CL_0001024,UBERON_0002371,BTO_0004408
COBL-a,CL,CLO_0051026,CL_0002319,UBERON_0001017,-
leukophereses_p456,CT,-,CL_2000001,UBERON_0013756,BTO_0001025
HCC95,CL,-,CL_0000076,UBERON_0000115,BTO_0006027
CiPSC,CT,-,CL_0002248,-,BTO_0006078
HCC1428,CL,-,CL_0002326,UBERON_0001911,-
MCF7_Invasive_ductal_breast_carcinoma_CHX_10UM,CL,CLO_0007606,CLO_4033057,UBERON_0001911,BTO_0000093
peripheral neuroectodermal tumor cell line:KU-SN,CL,CLO_0007125,CL_0001063,UBERON_0000010,KU-812 cell : <BTO_0000732>
CD14+ monocytes - mock treated donor1,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
neutrophil (CB),CT,-,CL_0000096,UBERON_0012168,BTO_0000130
Myoblast donor1,CT,-,CL_0000515,UBERON_0001134,BTO_0002809
HCC1599_WO,CL,-,CL_0002327,UBERON_0001911,-
Vascular_endo_eye,CT,-,CL_0002585,UBERON_0002203,BTO_0001854
GIST-10_PDGFRA e1,CL,-,CL_0008019,UBERON_0004908,-
GP5d_colon_adenocarcinoma_SIRAD21,CL,CLO_0003555,CL_0011108,UBERON_0001278,BTO_0005459
SK-MEL-147,CL,CLO_0009046,CL_0000148,UBERON_0001003,SK-MEL-37 cell
tibial_artery,A,-,-,UBERON_0007610,BTO_0001382
SHEP-21N_DOX_2h,CL,CLO_0001205,CL_3000003,UBERON_0001236,-
Lymphatic_endothelial_heart,CT,-,CL_0002138,UBERON_0015202,BTO_0004167
breast-cancer,CT,-,CL_0002326,UBERON_0001911,BTO_0004851
OECM1_oral_cavity_squamous_cell_carcinoma,CL,CLO_0017877,CL_0001063,UBERON_0000167,BTO_0002736
EW-3,CL,-,CL_0001063,UBERON_0005808,BTO_0004785
GM19240_B_cells_Lymphoblastoid_Cell_Lines,CL,-,CL_0017006,UBERON_0000178,BTO_0002062
IOE11,CL,-,-,-,-
LNCaP_prostate_carcinoma_SHFOXA1_PHFRPMIFCS,CL,-,CL_0002231,UBERON_0002367,BTO_0006095
MM1_S_plasma_cell_myeloma,CL,CLO_0004590,CL_0000786,UBERON_0002371,BTO_0005490
B-cell,CT,-,CL_0000945,UBERON_0010392,BTO_0000776
PF-382_childhood_T_acute_lymphoblastic_leukemia,CL,CLO_0008421,CL_0002420,UBERON_0002371,BTO_0000984
KK1_Adult_T_acute_lymphoblastic_leukemia,CL,CLO_0009356,CL_0017005,UBERON_0012429,-
H1-TRO,CL,CLO_0000518,CL_0000351,UBERON_0001987,BTO_0004773
SkeletalMuscle,A,-,-,UBERON_0001134,BTO_0001103
Endothelial Cells (ECs),CT,-,CL_0000115,UBERON_0004638,BTO_0001854
H3.3K27M_JN29-BS3,-,-,-,-,-
ES-UCSF4 Cells,CL,CLO_0037280,CL_0002322,-,BTO_0001581
MLPS_T2,CT,-,CLO_0001064,UBERON_0001013,BTO_0006493
myxofibrosarcoma cell line:MFH-ino,CL,-,CL_0001064,UBERON_0002384,-
Foreskin Melanocyte Primary Cells skin03,CT,-,CL_1000458,UBERON_0001332,BTO_0000847
lncaparhi-ar-dht1nm,CL,-,CL_0002231,UBERON_0002367,BTO_0006095
Pancreatic cancer cells_THZ1,CT,-,CL_0002079,UBERON_0001264,BTO_0003883
MPAL2_T1_3,CT,-,CL_0000837,UBERON_0012429,BTO_0005579
BJ_fibroblasts,CL,CLO_0000556,CL_0002620,UBERON_0001332,BTO_0002245
MCF7L-P_E2_24h,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
Brain_Substantia_nigra,A,-,-,UBERON_0001966,BTO_0000143
D341_6,CL,CLO_0025859,-,-,-
HepG2_Hepatocellular_Carcinoma,CL,CLO_0003704,CL_0000182,UBERON_0002107,BTO_0000599
gm18505,CL,-,CL_0017006,-,BTO_0002062
M1_VB,CT,-,CL_0000861,-,BTO_0006110
CD4+_CD25-_IL17-_PMA-Ionomycin_stimulated_MACS_purified_Th_Primary_Cells,CT,-,CL_0000492,-,BTO_0005655
Raji_JQ1,CL,CLO_0008734,CL_0000844,UBERON_0009039,-
Ly-1,CL,CLO_0007432,CL_0001200,UBERON_0000029,BTO_0000104
IMR90_lung_fibroblasts_TNF,CL,CLO_0006951,CL_0002553,UBERON_0002048,BTO_0001229
primary-dermal-fibroblasts,CT,-,CL_0002620,UBERON_0003585,BTO_0004419
Detroit562,CL,CLO_0002752,CL_0000240,UBERON_0003351,BTO_0000834
Bladder,A,-,-,UBERON_0001255,BTO_0001418
mammary_epithelial_cell,CT,-,CL_0002327,UBERON_0001911,BTO_0004300
pancreas_37y,A,-,-,UBERON_0001264,BTO_0000988
AsPC1-untreated,CL,-,CL_0000171,UBERON_0001264,BTO_0001864
Natural Killer Cells donor2,CT,-,CL_0000623,UBERON_0013756,BTO_0000914
Be2-C,CL,CLO_0009053,CL_0002676,UBERON_0000013,BTO_0004782
SGBS_Simpson_Golabi_Behmel_syndrome_type_1_adipocytes,CT,-,CL_0000136,UBERON_0001013,BTO_0000443
HASMC,CT,-,CL_0002539,UBERON_0000947,BTO_0004577
CD14+ monocytes - treated with Salmonella donor1,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
CD34_adult,CT,-,CL_0001024,UBERON_0002371,BTO_0000725
V855,-,-,-,-,-
HBL1,CL,CLO_0037256,CL_0000945,UBERON_0001744,BTO_0006365
THP-1_untr,CL,CLO_0009348,CL_0000576,UBERON_0000178,BTO_0001370
H1-hESC,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
NCI-H1385,CL,-,CLO_0002128,-,NCI-H1355 cell : <BTO_0004823>
HCT-116,CL,CLO_0003665,CL_0011108,UBERON_0000397,BTO_0004743
CD4_T-cells,CT,-,CL_0001043,UBERON_0001744,BTO_0002417
SJNB3,CL,-,CL_0002676,UBERON_0000013,BTO_0006053
Keratinocytes,CT,-,CL_0000312,UBERON_0001003,BTO_0000667
naive_B_VB,CT,-,CL_0000788,-,-
Dermal fibroblast,CT,-,CL_0002620,UBERON_0002067,BTO_0004419
SH-SY5Y_DMSO_3h,CL,CLO_0000930,CL_0002676,UBERON_0000013,BTO_0000793
u2os-actd-ps46,CL,CLO_0000560,CLO_0001064,UBERON_0002481,BTO_0000407
metastatic_prostate_cancer_tissue,CT,-,CL_0002231,UBERON_0002367,BTO_0002398
Kasumi-1_acute_myeloblastic_leukemia,CL,CLO_0007069,CL_0000835,UBERON_0002371,BTO_0004136
CMP_LS_BM1214,CT,-,CL_0000049,UBERON_0002371,BTO_0004730
TAMR_E2,CL,-,CL_0002326,UBERON_0001911,BTO_0000356
Osteoblast - differentiated donor1,CT,-,CL_0001039,UBERON_0002481,BTO_0004324
chronic myelogenous leukemia cell line:K562 ENCODE biol_rep2,CL,CLO_0007059,CL_0000763,UBERON_0000178,BTO_0000664
BI_Brain_Anterior_Caudate,A,-,-,UBERON_0002626,BTO_0000211
Breast vHMEC mammary epithelial,CT,-,CL_0002327,UBERON_0001911,BTO_0004300
THP1_DMSO_noPMA,CL,CLO_0009348,CL_0000576,UBERON_0013756,BTO_0001370
NCI-H3122_lung_adenocarcinoma,CL,CLO_0037033,CL_0000082,UBERON_0002048,-
Skeletal_muscle,A,-,-,UBERON_0001134,BTO_0001103
HDFhuman_dermal_fibroblasts_DMSO,CT,-,CL_0002620,UBERON_0002067,BTO_0004419
adrenal gland_37y,A,-,-,UBERON_0002369,BTO_0000047
CM CD4+ ab T (VB),CT,-,CL_0000904,UBERON_0013756,BTO_0005453
HeLa-B2_GRKD_TA_TNFA,CL,-,CL_0002535,UBERON_0004801,BTO_0000567
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_DMSO_NORMO,CL,-,CL_0002618,UBERON_0002066,BTO_0001949
Fetal_Intestine_Large,A,-,-,UBERON_0000059,BTO_0000706
KMLS-1,CL,-,-,-,-
HUES6,CL,CLO_0051096,CL_0002322,-,BTO_0002158
HSMMtube,CT,-,CL_0008003,UBERON_0001134,BTO_0004392
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells,CL,CLO_0000780,CL_0002618,UBERON_0002066,BTO_0001520
Prostate Epithelial Cells donor3,CT,-,CL_0002231,UBERON_0002367,BTO_0006252
CFPAC1,CL,CLO_0002395,CL_1001433,UBERON_0007329,BTO_0004738
H1 derived mesenchymal stem cells,CL,CLO_0037280,CL_0000134,-,BTO_0001581
vcap-dht-mdv3100,CL,CLO_0037117,CL_0002231,UBERON_0002367,BTO_0003215
visceral adipose_CS_H507,CT,-,CL_0000448,UBERON_0014454,BTO_0006429
Primary T regulatory cells (from PB),CT,-,CL_0000815,UBERON_0013756,-
liposarcoma cells_LP6,CL,CLO_0007386,CL_0001064,UBERON_0001013,BTO_0006469
pancreatic cancer cells,CT,-,CL_0002079,UBERON_0001264,BTO_0003883
CD4+ cell_UNTREATED,CT,-,CL_0001043,UBERON_0013756,BTO_0002417
Macrophages_D,CT,-,CL_0000235,-,BTO_0000801
OCI-LY1_966,CL,-,CL_0000844,UBERON_0010422,OCI-LY7 cell
ChaGo-K-1,CL,CLO_0002413,-,-,BTO_0006405
retinal_pigment_epithelial_cell,CT,-,CL_0002586,UBERON_0001782,BTO_0004910
Ovarian Cancer Cell,CT,-,CL_2000064,UBERON_0000992,BTO_0004094
keratinocytes,CT,-,CL_0000312,UBERON_0001003,BTO_0000667
BG01V,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
TUHR10TKB,CL,CLO_0035698,-,-,BTO_0003732
SCC,CT,-,CL_0000240,UBERON_0006914,BTO_0001289
MOLM-14,CL,-,CL_0000835,UBERON_0012429,BTO_0005720
SARC,CT,-,CL_0001064,UBERON_0002384,BTO_0004779
SAH_WT,CL,CLO_0008939,-,-,BTO_0003506
adult T-cell leukemia cell line:ATN-1,CL,CLO_0001757,CL_0001043,UBERON_0002465,BTO_0006125
SU-DHL-1_Anaplastic_large_cell_lymphoma,CL,-,CL_0001063,UBERON_0000029,BTO_0005058
NHA,CT,-,CL_0000127,UBERON_0000956,BTO_0000099
Macrophages_G,CT,-,CL_0000235,-,BTO_0000801
spleen 34y,A,-,-,UBERON_0002106,BTO_0001281
NMC_1015,-,-,-,-,-
Caco-2_colon_adenocarcinoma,CL,CLO_0002172,CL_0002071,UBERON_0000059,BTO_0000195
fibroblast,CT,-,CL_0000057,UBERON_0002384,BTO_0000452
PER-117,CL,CLO_0001099,CL_0000669,-,-
Pancreas,A,-,-,UBERON_0001264,BTO_0000988
HGEP,CT,-,CL_0002621,UBERON_0001949,BTO_0002242
NGP,CL,CLO_0008167,CL_0002676,UBERON_0000013,BTO_0000942
breast_tumor_GOODOUTCOME,CT,-,CL_0002326,UBERON_0001911,BTO_0004087
podocyte_CTL,CT,-,CL_0000653,UBERON_0000074,BTO_0002295
H1_Neural_Progenitor_Cells,CL,CLO_0037280,CL_0011020,UBERON_0001017,BTO_0001581
AT1_B,CT,-,CL_0002062,UBERON_0004821,BTO_0000780
colon,A,-,-,UBERON_0000059,BTO_0000706
Astro_cerebrum,CT,-,CL_0002605,UBERON_0035955,BTO_0000099
MDA-Pca-2b,CL,CLO_0007629,CL_0002231,UBERON_0002367,BTO_0005050
PC_3,CL,CLO_0008395,CL_0002231,UBERON_0002367,BTO_0001061
macrophages_IFNG,CT,-,CL_0000235,-,BTO_0006110
CluB_A,CT,-,CL_0000819,-,-
PA-1,CL,CLO_0037296,CL_0001064,UBERON_0000992,BTO_0000306
Smooth Muscle Cells - Prostate donor1,CT,-,CL_1000487,UBERON_0002367,BTO_0003159
MM087_Primary_Melanoma,CT,-,CL_0000148,UBERON_0002097,BTO_0000848
SNU-398,CL,SNU-398 cell : <CLO_0009098>,CL_0000182,UBERON_0002107,BTO_0003170
epidermoid carcinoma cell line:Ca Ski,CL,CLO_0002201,CL_1001575,UBERON_0000002,-
NT2-D1,CL,-,CL_0001064,UBERON_0005212,BTO_0001437
immature langerhans cells donor2,CT,-,CL_0001016,UBERON_0001003,BTO_0002313
A549_1,CL,-,CL_0010003,UBERON_0004821,BTO_0005816
optic nerve donor1,A,-,-,UBERON_0009906,BTO_0000966
Tracheal Epithelial Cells donor1,CT,-,CL_0000307,UBERON_0001901,BTO_0002927
AT1_G,CT,-,CL_0002062,UBERON_0004821,BTO_0000780
MDM,CT,-,CL_0000235,UBERON_0000178,BTO_0000801
CytoTrophob_3,A,-,-,UBERON_0001987,BTO_0005145
Acute Myeloid Leukemia Cell,CT,-,CL_0000835,UBERON_0002371,BTO_0001545
peripheral_blood_mononuclear_cells,CT,-,CL_2000001,UBERON_0013756,BTO_0001025
iPS-DF-6.9,CL,-,CL_0002248,UBERON_0003585,-
Primary monocytes from?peripheral?blood,CT,-,CL_0000576,UBERON_0013756,BTO_0000876
CD8_T_cells,CT,-,CL_0001049,UBERON_0010393,BTO_0000289
MPAL2_T1_4,CT,-,CL_0000839,UBERON_0002371,BTO_0001056
Rh1,CL,CLO_0029470,-,UBERON_0005499,BTO_0005378
fetal heart_PCW17_12570,A,-,-,UBERON_0004140,BTO_0001887
BCBL-1,CL,CLO_0001887,CL_0001200,UBERON_2002224,BTO_0002727
MOLM13_SIK3TQ,CL,-,CL_0000763,UBERON_0001969,BTO_0004175
HDFhuman_dermal_fibroblasts,CT,-,CL_0002620,UBERON_0002067,BTO_0004419
U266_plasma_cell_myeloma,CL,-,CL_0000786,UBERON_0002371,BTO_0001594
HEE_human_epididymis_epithelial_cells,CT,-,CL_0000066,UBERON_0004544,BTO_0000414
insula adult pool1,A,-,-,UBERON_0034891,BTO_0001105
iPS-20b_Cell_Line,CL,CLO_0050985,CL_0002248,-,-
HUDEP-2_WT,CL,-,CL_0000038,UBERON_0012168,-
GBM_R28,CL,CLO_0036938,CL_0000125,UBERON_0001017,BTO_0001530
Fetal_eye,A,-,-,UBERON_0003071,BTO_0000449
HPAFII WT,CL,CLO_0003816,CL_0002079,UBERON_0007329,BTO_0003266
RL_R1446C_gRNA1,CL,CLO_0008828,CL_0000844,UBERON_0000029,BTO_0006365
BI_CD4p_CD225int_CD127p_Tmem,CT,-,CL_0001204,-,BTO_0003435
Aorta,A,-,-,UBERON_0000947,BTO_0000135
SK-N-BE_2_-C_naive_JQ1,CL,-,CL_0002676,UBERON_0000013,BTO_0004782
CD8_Effector,CT,-,CL_0001050,-,BTO_0004410
Primary T helper naive cells from?peripheral?blood,CT,-,CL_0000492,UBERON_0013756,BTO_0005453
T778,CL,CLO_0037509,-,-,-
cord blood derived cell line:COBL-a untreated,CL,CLO_0000149,CL_2000095,UBERON_0012168,BTO_0002667
PEO1_ovarian_cystadenocarcinoma,CL,CLO_0008410,CL_2000064,UBERON_0000992,BTO_0005796
Megakaryocyte,CT,-,CL_0000556,UBERON_0012429,BTO_0000843
HCT116_Heterozygous_ARID1A-KO,CL,CLO_0032995,CL_0002253,UBERON_0000397,BTO_0001109
H3.3K27M_JN57,-,-,-,-,-
MG63,CL,CLO_0007699,CL_0000062,UBERON_0002481,BTO_0001596
RL95-2_endometrial_adenosquamous_carcinoma,CL,CLO_0035621,CL_0009084,UBERON_0001295,BTO_0004491
foreskin keratinocyte_2,CT,-,CL_0000312,UBERON_0001471,BTO_0000667
Adipose_Derived_Mesenchymal_Stem_Cell_Cultured_Cells,CT,-,CL_0002570,UBERON_0001013,BTO_0005198
EEC16,CL,CLO_0000586,CL_0002149,UBERON_0001295,BTO_0001996
Cardiomyo_6,CT,-,CL_0002098,UBERON_0002349,BTO_0003324
normal_lung_fibroblasts,CT,-,CL_0002553,UBERON_0002048,BTO_0000764
prostate adult pool1,A,-,-,UBERON_0002367,BTO_0001129
GM12871_male_B-cells,CL,CLO_0022562,CL_0000945,UBERON_0013756,GM-12878 cell : <BTO_0006353>
NCI-H1975,CL,CLO_0008035,CL_0000082,UBERON_0000115,BTO_0004824
RMS237,CL,CLO_0014330,CL_0001064,UBERON_0001134,BTO_0002935
PATU8988,CL,-,CL_0000083,UBERON_0001264,BTO_0005191
CD14+CD16+ Monocytes donor3,CT,-,CL_0002397,UBERON_0013756,BTO_0000876
Olfactory epithelial cells donor2,CT,-,CL_0002167,UBERON_0001997,BTO_0000108
UCSD_Small_Intestine,A,-,-,UBERON_0002108,BTO_0000651
SUIT2_MTV,CL,CLO_0037359,CL_0002079,UBERON_0007329,BTO_0003493
cerebral meninges adult,A,-,-,UBERON_0003548,-
PANC1_3,CL,CLO_0026231,CL_0002079,UBERON_0007329,BTO_0000304
A-549,CL,-,CL_0002063,UBERON_0002299,BTO_0000018
CLB-GA,CL,CLO_0037357,-,-,-
Fetal_Intestine_Small,A,-,-,UBERON_0002108,BTO_0001258
CD14+ monocytes - treated with Trehalose dimycolate (TDM) donor2,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
leukemia,CT,-,CL_0001064,UBERON_0002371,BTO_0001271
Kasumi-1,CL,CLO_0007068,CL_0000835,UBERON_0002371,BTO_0004136
CD4 Naive Primary 8pool,CT,-,CL_0000895,UBERON_0013756,BTO_0005871
Human Primordial Germ Cell,CT,-,CL_0000670,UBERON_0005294,BTO_0000535
H9_Derived_Neuronal_Progenitor_Cultured_Cells,CL,-,CL_0011020,UBERON_0001017,BTO_0001581
HUVEC-C_HUVEC_umbilical_vein_endothelial_cells_TNF_30M,CL,-,CL_0002618,UBERON_0002066,BTO_0001949
IMEC,CL,CLO_0009820,CL_0002326,UBERON_0001911,BTO_0002768
H7-WT,CL,CLO_0037280,CL_0002322,UBERON_0000087,BTO_0001581
V940,-,-,-,-,-
serous adenocarcinoma cell line:JHOS-2,CL,CLO_0009991,CL_0000066,UBERON_0000992,BTO_0001671
HEK293 no dox,CL,CLO_0037346,CL_0002518,UBERON_0005095,BTO_0000007
pancreas_54y,A,-,-,UBERON_0001264,BTO_0000988
primary_erythroblasts,CT,-,CL_0000765,UBERON_0012429,BTO_0001571
FW18,CL,FW11-24-17-36 cell,-,-,BTO_0002518
glioma cell line:GI-1,CL,-,CL_0000125,UBERON_0001017,BTO_0005808
lung_fibroblasts,CT,-,CL_0002241,UBERON_0002048,BTO_0000764
ES derived mesoderm_day2,CT,-,CL_0000222,UBERON_0007683,BTO_0003298
stomach_3y,A,-,-,UBERON_0001161,BTO_0001307
MCF7_Invasive_ductal_breast_carcinoma_TAM,CL,CLO_0007606,CL_0002326,UBERON_0001911,BTO_0000093
CHLA-25,CT,-,-,-,CHLA-90 cell
Smooth Muscle Cells - Brachiocephalic donor3,CT,-,CL_0000192,UBERON_0001529,BTO_0004578
endometrial stromal sarcoma cell line:OMC-9,CL,-,CL_0002255,UBERON_0001295,BTO_0004990
Primary T helper 17 cells PMA-I stimulated,CT,-,CL_0000899,UBERON_0010417,BTO_0005655
Pituitary,A,-,-,UBERON_0000007,BTO_0000427
melanocytes_BRAFV600E,CT,-,CL_0000148,UBERON_0002025,BTO_0000847
Pericytes_C,CT,-,CL_0000669,UBERON_0010523,BTO_0002441
Foreskin keratinocyte,CT,-,CL_0000312,UBERON_0001332,BTO_0000667
CD14+ monocytes - mock treated donor3,CT,-,CL_0001054,UBERON_0013756,BTO_0000876
LPS141,CL,-,CL_0001064,UBERON_0001013,BTO_0003744
